TAG_TIMESTAMP,LOCAL_TIME,WELL_NAME,VALVE_NAME,TAG_NAME,TAG_VALUE,TAG_DESCRIPTION
29:59.0,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1374.553667,PRESSURE 1
29:56.6,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1347.697378,PRESSURE 1
29:54.3,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1304.971465,PRESSURE 1
29:52.0,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1274.452956,PRESSURE 1
29:47.3,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1243.934446,PRESSURE 1
29:42.7,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1269.569994,PRESSURE 1
29:36.9,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1296.426283,PRESSURE 1
29:32.2,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1326.944792,PRESSURE 1
29:27.6,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1352.58034,PRESSURE 1
29:24.1,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1379.436628,PRESSURE 1
29:20.6,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1407.513657,PRESSURE 1
29:15.9,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1438.032167,PRESSURE 1
29:13.6,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1284.218879,PRESSURE 1
29:12.4,9/12/2024 19:29,WELL_04,VALVE_B,PRESSURE_1,1312.295907,PRESSURE 1
17:10.6,9/12/2024 11:17,WELL_04,VALVE_B,PRESSURE_1,12.20740379,PRESSURE 1
14:04.4,9/12/2024 11:14,WELL_04,VALVE_B,PRESSURE_1,1261.024812,PRESSURE 1
04:15.6,9/12/2024 11:04,WELL_04,VALVE_B,PRESSURE_1,1235.389264,PRESSURE 1
55:02.8,9/12/2024 10:55,WELL_04,VALVE_B,PRESSURE_1,1209.753716,PRESSURE 1
27:55.9,9/12/2024 10:27,WELL_04,VALVE_B,PRESSURE_1,1184.118168,PRESSURE 1
26:00.7,9/12/2024 10:26,WELL_04,VALVE_B,PRESSURE_1,1209.753716,PRESSURE 1
24:52.0,9/12/2024 10:24,WELL_04,VALVE_B,PRESSURE_1,1235.389264,PRESSURE 1
23:57.3,9/12/2024 10:23,WELL_04,VALVE_B,PRESSURE_1,1261.024812,PRESSURE 1
23:14.3,9/12/2024 10:23,WELL_04,VALVE_B,PRESSURE_1,1286.66036,PRESSURE 1
22:37.0,9/12/2024 10:22,WELL_04,VALVE_B,PRESSURE_1,1313.516648,PRESSURE 1
22:09.1,9/12/2024 10:22,WELL_04,VALVE_B,PRESSURE_1,1339.152196,PRESSURE 1
21:43.5,9/12/2024 10:21,WELL_04,VALVE_B,PRESSURE_1,1364.787744,PRESSURE 1
21:21.4,9/12/2024 10:21,WELL_04,VALVE_B,PRESSURE_1,1390.423292,PRESSURE 1
21:03.9,9/12/2024 10:21,WELL_04,VALVE_B,PRESSURE_1,1416.05884,PRESSURE 1
20:46.5,9/12/2024 10:20,WELL_04,VALVE_B,PRESSURE_1,1442.915128,PRESSURE 1
20:33.7,9/12/2024 10:20,WELL_04,VALVE_B,PRESSURE_1,1468.550676,PRESSURE 1
20:19.7,9/12/2024 10:20,WELL_04,VALVE_B,PRESSURE_1,1495.406964,PRESSURE 1
19:51.8,9/12/2024 10:19,WELL_04,VALVE_B,PRESSURE_1,1521.042512,PRESSURE 1
19:47.1,9/12/2024 10:19,WELL_04,VALVE_B,PRESSURE_1,1492.965484,PRESSURE 1
19:43.6,9/12/2024 10:19,WELL_04,VALVE_B,PRESSURE_1,1467.329936,PRESSURE 1
19:39.0,9/12/2024 10:19,WELL_04,VALVE_B,PRESSURE_1,1440.473647,PRESSURE 1
19:34.3,9/12/2024 10:19,WELL_04,VALVE_B,PRESSURE_1,1412.396619,PRESSURE 1
19:30.8,9/12/2024 10:19,WELL_04,VALVE_B,PRESSURE_1,1380.657369,PRESSURE 1
19:27.3,9/12/2024 10:19,WELL_04,VALVE_B,PRESSURE_1,1350.138859,PRESSURE 1
19:22.7,9/12/2024 10:19,WELL_04,VALVE_B,PRESSURE_1,1317.178869,PRESSURE 1
19:19.2,9/12/2024 10:19,WELL_04,VALVE_B,PRESSURE_1,1282.998138,PRESSURE 1
19:15.7,9/12/2024 10:19,WELL_04,VALVE_B,PRESSURE_1,1254.92111,PRESSURE 1
19:12.2,9/12/2024 10:19,WELL_04,VALVE_B,PRESSURE_1,1217.078158,PRESSURE 1
19:08.7,9/12/2024 10:19,WELL_04,VALVE_B,PRESSURE_1,1186.559648,PRESSURE 1
18:52.4,9/12/2024 10:18,WELL_04,VALVE_B,PRESSURE_1,1154.820399,PRESSURE 1
18:39.6,9/12/2024 10:18,WELL_04,VALVE_B,PRESSURE_1,1180.455947,PRESSURE 1
18:28.0,9/12/2024 10:18,WELL_04,VALVE_B,PRESSURE_1,1208.532975,PRESSURE 1
18:17.5,9/12/2024 10:18,WELL_04,VALVE_B,PRESSURE_1,1235.389264,PRESSURE 1
18:08.2,9/12/2024 10:18,WELL_04,VALVE_B,PRESSURE_1,1264.687033,PRESSURE 1
17:58.9,9/12/2024 10:17,WELL_04,VALVE_B,PRESSURE_1,1292.764061,PRESSURE 1
17:50.8,9/12/2024 10:17,WELL_04,VALVE_B,PRESSURE_1,1320.84109,PRESSURE 1
17:43.8,9/12/2024 10:17,WELL_04,VALVE_B,PRESSURE_1,1346.476638,PRESSURE 1
17:36.8,9/12/2024 10:17,WELL_04,VALVE_B,PRESSURE_1,1375.774407,PRESSURE 1
17:29.8,9/12/2024 10:17,WELL_04,VALVE_B,PRESSURE_1,1405.072176,PRESSURE 1
17:22.8,9/12/2024 10:17,WELL_04,VALVE_B,PRESSURE_1,1436.811426,PRESSURE 1
17:17.0,9/12/2024 10:17,WELL_04,VALVE_B,PRESSURE_1,1466.109195,PRESSURE 1
17:11.2,9/12/2024 10:17,WELL_04,VALVE_B,PRESSURE_1,1496.627705,PRESSURE 1
17:06.5,9/12/2024 10:17,WELL_04,VALVE_B,PRESSURE_1,1527.146214,PRESSURE 1
17:03.0,9/12/2024 10:17,WELL_04,VALVE_B,PRESSURE_1,1370.891446,PRESSURE 1
58:24.5,9/12/2024 1:58,WELL_04,VALVE_B,PRESSURE_1,9.765923032,PRESSURE 1
58:00.0,9/12/2024 1:58,WELL_04,VALVE_B,PRESSURE_1,1506.393628,PRESSURE 1
57:30.9,9/12/2024 1:57,WELL_04,VALVE_B,PRESSURE_1,1533.249916,PRESSURE 1
57:12.3,9/12/2024 1:57,WELL_04,VALVE_B,PRESSURE_1,1558.885464,PRESSURE 1
57:11.1,9/12/2024 1:57,WELL_04,VALVE_B,PRESSURE_1,1492.965484,PRESSURE 1
57:10.0,9/12/2024 1:57,WELL_04,VALVE_B,PRESSURE_1,1450.23957,PRESSURE 1
57:08.8,9/12/2024 1:57,WELL_04,VALVE_B,PRESSURE_1,1405.072176,PRESSURE 1
57:07.7,9/12/2024 1:57,WELL_04,VALVE_B,PRESSURE_1,1361.125523,PRESSURE 1
57:06.5,9/12/2024 1:57,WELL_04,VALVE_B,PRESSURE_1,1314.737388,PRESSURE 1
57:05.3,9/12/2024 1:57,WELL_04,VALVE_B,PRESSURE_1,1265.907773,PRESSURE 1
57:04.2,9/12/2024 1:57,WELL_04,VALVE_B,PRESSURE_1,1217.078158,PRESSURE 1
35:54.5,9/12/2024 1:35,WELL_04,VALVE_B,PRESSURE_1,1126.74337,PRESSURE 1
30:05.4,9/12/2024 1:30,WELL_04,VALVE_B,PRESSURE_1,1152.378918,PRESSURE 1
25:45.9,9/12/2024 1:25,WELL_04,VALVE_B,PRESSURE_1,1178.014466,PRESSURE 1
21:42.7,9/12/2024 1:21,WELL_04,VALVE_B,PRESSURE_1,1203.650014,PRESSURE 1
18:16.7,9/12/2024 1:18,WELL_04,VALVE_B,PRESSURE_1,1229.285562,PRESSURE 1
15:31.4,9/12/2024 1:15,WELL_04,VALVE_B,PRESSURE_1,1254.92111,PRESSURE 1
12:57.8,9/12/2024 1:12,WELL_04,VALVE_B,PRESSURE_1,1280.556658,PRESSURE 1
10:34.7,9/12/2024 1:10,WELL_04,VALVE_B,PRESSURE_1,1306.192206,PRESSURE 1
08:37.1,9/12/2024 1:08,WELL_04,VALVE_B,PRESSURE_1,1331.827754,PRESSURE 1
07:08.7,9/12/2024 1:07,WELL_04,VALVE_B,PRESSURE_1,1357.463301,PRESSURE 1
06:11.7,9/12/2024 1:06,WELL_04,VALVE_B,PRESSURE_1,1383.098849,PRESSURE 1
04:32.8,9/12/2024 1:04,WELL_04,VALVE_B,PRESSURE_1,1408.734397,PRESSURE 1
03:46.2,9/12/2024 1:03,WELL_04,VALVE_B,PRESSURE_1,1383.098849,PRESSURE 1
03:19.4,9/12/2024 1:03,WELL_04,VALVE_B,PRESSURE_1,1357.463301,PRESSURE 1
02:55.0,9/12/2024 1:02,WELL_04,VALVE_B,PRESSURE_1,1331.827754,PRESSURE 1
01:14.9,9/12/2024 1:01,WELL_04,VALVE_B,PRESSURE_1,1304.971465,PRESSURE 1
00:58.6,9/12/2024 1:00,WELL_04,VALVE_B,PRESSURE_1,1330.607013,PRESSURE 1
00:49.3,9/12/2024 1:00,WELL_04,VALVE_B,PRESSURE_1,1356.242561,PRESSURE 1
00:41.2,9/12/2024 1:00,WELL_04,VALVE_B,PRESSURE_1,1383.098849,PRESSURE 1
00:35.3,9/12/2024 1:00,WELL_04,VALVE_B,PRESSURE_1,1411.175878,PRESSURE 1
00:28.4,9/12/2024 1:00,WELL_04,VALVE_B,PRESSURE_1,1439.252907,PRESSURE 1
00:24.9,9/12/2024 1:00,WELL_04,VALVE_B,PRESSURE_1,1325.724052,PRESSURE 1
43:04.4,9/11/2024 16:43,WELL_04,VALVE_B,PRESSURE_1,12.20740379,PRESSURE 1
42:35.3,9/11/2024 16:42,WELL_04,VALVE_B,PRESSURE_1,1276.894436,PRESSURE 1
39:25.6,9/11/2024 16:39,WELL_04,VALVE_B,PRESSURE_1,1302.529984,PRESSURE 1
36:04.3,9/11/2024 16:36,WELL_04,VALVE_B,PRESSURE_1,1328.165532,PRESSURE 1
31:57.5,9/11/2024 16:31,WELL_04,VALVE_B,PRESSURE_1,1353.80108,PRESSURE 1
28:53.7,9/11/2024 16:28,WELL_04,VALVE_B,PRESSURE_1,1379.436628,PRESSURE 1
22:41.3,9/11/2024 16:22,WELL_04,VALVE_B,PRESSURE_1,1405.072176,PRESSURE 1
20:12.3,9/11/2024 16:20,WELL_04,VALVE_B,PRESSURE_1,1430.707724,PRESSURE 1
17:23.6,9/11/2024 16:17,WELL_04,VALVE_B,PRESSURE_1,1456.343272,PRESSURE 1
15:29.5,9/11/2024 16:15,WELL_04,VALVE_B,PRESSURE_1,1481.97882,PRESSURE 1
14:20.9,9/11/2024 16:14,WELL_04,VALVE_B,PRESSURE_1,1507.614368,PRESSURE 1
13:30.8,9/11/2024 16:13,WELL_04,VALVE_B,PRESSURE_1,1533.249916,PRESSURE 1
13:27.3,9/11/2024 16:13,WELL_04,VALVE_B,PRESSURE_1,1500.289926,PRESSURE 1
13:23.8,9/11/2024 16:13,WELL_04,VALVE_B,PRESSURE_1,1452.681051,PRESSURE 1
13:20.4,9/11/2024 16:13,WELL_04,VALVE_B,PRESSURE_1,1416.05884,PRESSURE 1
13:18.0,9/11/2024 16:13,WELL_04,VALVE_B,PRESSURE_1,1378.215888,PRESSURE 1
13:15.7,9/11/2024 16:13,WELL_04,VALVE_B,PRESSURE_1,1351.3596,PRESSURE 1
13:13.4,9/11/2024 16:13,WELL_04,VALVE_B,PRESSURE_1,1325.724052,PRESSURE 1
13:12.2,9/11/2024 16:13,WELL_04,VALVE_B,PRESSURE_1,1298.867763,PRESSURE 1
13:08.7,9/11/2024 16:13,WELL_04,VALVE_B,PRESSURE_1,1261.024812,PRESSURE 1
13:06.4,9/11/2024 16:13,WELL_04,VALVE_B,PRESSURE_1,1232.947783,PRESSURE 1
13:04.1,9/11/2024 16:13,WELL_04,VALVE_B,PRESSURE_1,1189.001129,PRESSURE 1
10:15.3,9/11/2024 16:10,WELL_04,VALVE_B,PRESSURE_1,1154.820399,PRESSURE 1
06:31.9,9/11/2024 16:06,WELL_04,VALVE_B,PRESSURE_1,1180.455947,PRESSURE 1
02:28.7,9/11/2024 16:02,WELL_04,VALVE_B,PRESSURE_1,1206.091494,PRESSURE 1
59:51.6,9/11/2024 15:59,WELL_04,VALVE_B,PRESSURE_1,1231.727042,PRESSURE 1
57:24.9,9/11/2024 15:57,WELL_04,VALVE_B,PRESSURE_1,1257.36259,PRESSURE 1
55:54.1,9/11/2024 15:55,WELL_04,VALVE_B,PRESSURE_1,1282.998138,PRESSURE 1
54:44.3,9/11/2024 15:54,WELL_04,VALVE_B,PRESSURE_1,1308.633686,PRESSURE 1
53:39.2,9/11/2024 15:53,WELL_04,VALVE_B,PRESSURE_1,1334.269234,PRESSURE 1
52:56.1,9/11/2024 15:52,WELL_04,VALVE_B,PRESSURE_1,1361.125523,PRESSURE 1
52:23.5,9/11/2024 15:52,WELL_04,VALVE_B,PRESSURE_1,1386.761071,PRESSURE 1
51:59.1,9/11/2024 15:51,WELL_04,VALVE_B,PRESSURE_1,1412.396619,PRESSURE 1
51:40.5,9/11/2024 15:51,WELL_04,VALVE_B,PRESSURE_1,1438.032167,PRESSURE 1
51:21.8,9/11/2024 15:51,WELL_04,VALVE_B,PRESSURE_1,1463.667714,PRESSURE 1
51:16.0,9/11/2024 15:51,WELL_04,VALVE_B,PRESSURE_1,1436.811426,PRESSURE 1
51:10.2,9/11/2024 15:51,WELL_04,VALVE_B,PRESSURE_1,1409.955138,PRESSURE 1
51:04.4,9/11/2024 15:51,WELL_04,VALVE_B,PRESSURE_1,1376.995148,PRESSURE 1
50:58.6,9/11/2024 15:50,WELL_04,VALVE_B,PRESSURE_1,1341.593677,PRESSURE 1
50:55.1,9/11/2024 15:50,WELL_04,VALVE_B,PRESSURE_1,1315.958129,PRESSURE 1
50:50.4,9/11/2024 15:50,WELL_04,VALVE_B,PRESSURE_1,1287.8811,PRESSURE 1
50:46.9,9/11/2024 15:50,WELL_04,VALVE_B,PRESSURE_1,1258.583331,PRESSURE 1
50:39.9,9/11/2024 15:50,WELL_04,VALVE_B,PRESSURE_1,1230.506302,PRESSURE 1
50:30.6,9/11/2024 15:50,WELL_04,VALVE_B,PRESSURE_1,1256.14185,PRESSURE 1
50:22.5,9/11/2024 15:50,WELL_04,VALVE_B,PRESSURE_1,1284.218879,PRESSURE 1
50:15.5,9/11/2024 15:50,WELL_04,VALVE_B,PRESSURE_1,1311.075167,PRESSURE 1
50:09.7,9/11/2024 15:50,WELL_04,VALVE_B,PRESSURE_1,1336.710715,PRESSURE 1
50:03.9,9/11/2024 15:50,WELL_04,VALVE_B,PRESSURE_1,1366.008484,PRESSURE 1
49:59.2,9/11/2024 15:49,WELL_04,VALVE_B,PRESSURE_1,1392.864772,PRESSURE 1
49:53.4,9/11/2024 15:49,WELL_04,VALVE_B,PRESSURE_1,1422.162542,PRESSURE 1
49:47.6,9/11/2024 15:49,WELL_04,VALVE_B,PRESSURE_1,1453.901791,PRESSURE 1
49:46.4,9/11/2024 15:49,WELL_04,VALVE_B,PRESSURE_1,1262.245552,PRESSURE 1
24:51.3,9/11/2024 8:24,WELL_04,VALVE_B,PRESSURE_1,7.324442274,PRESSURE 1
55:39.9,9/11/2024 7:55,WELL_04,VALVE_B,PRESSURE_1,1398.968474,PRESSURE 1
48:09.5,9/11/2024 7:48,WELL_04,VALVE_B,PRESSURE_1,1424.604022,PRESSURE 1
42:32.0,9/11/2024 7:42,WELL_04,VALVE_B,PRESSURE_1,1450.23957,PRESSURE 1
38:45.1,9/11/2024 7:38,WELL_04,VALVE_B,PRESSURE_1,1475.875118,PRESSURE 1
34:44.2,9/11/2024 7:34,WELL_04,VALVE_B,PRESSURE_1,1501.510666,PRESSURE 1
34:30.2,9/11/2024 7:34,WELL_04,VALVE_B,PRESSURE_1,1475.875118,PRESSURE 1
34:17.4,9/11/2024 7:34,WELL_04,VALVE_B,PRESSURE_1,1450.23957,PRESSURE 1
34:05.8,9/11/2024 7:34,WELL_04,VALVE_B,PRESSURE_1,1423.383282,PRESSURE 1
33:54.2,9/11/2024 7:33,WELL_04,VALVE_B,PRESSURE_1,1397.747734,PRESSURE 1
33:42.5,9/11/2024 7:33,WELL_04,VALVE_B,PRESSURE_1,1370.891446,PRESSURE 1
33:33.2,9/11/2024 7:33,WELL_04,VALVE_B,PRESSURE_1,1345.255898,PRESSURE 1
33:23.9,9/11/2024 7:33,WELL_04,VALVE_B,PRESSURE_1,1319.62035,PRESSURE 1
33:14.6,9/11/2024 7:33,WELL_04,VALVE_B,PRESSURE_1,1293.984802,PRESSURE 1
33:06.5,9/11/2024 7:33,WELL_04,VALVE_B,PRESSURE_1,1268.349254,PRESSURE 1
32:57.1,9/11/2024 7:32,WELL_04,VALVE_B,PRESSURE_1,1241.492965,PRESSURE 1
32:49.0,9/11/2024 7:32,WELL_04,VALVE_B,PRESSURE_1,1214.636677,PRESSURE 1
31:07.8,9/11/2024 7:31,WELL_04,VALVE_B,PRESSURE_1,1189.001129,PRESSURE 1
